,0,1,2,3,4,5,6
329,17.0,Taylor Crabb,Taylor Sander,United States,"23, Q12","$1,500.00",360.0
330,19.0,Thomas Hodges,Zachery Schubert,Australia,4,"$1,000.00",300.0
331,19.0,Theo Brunner,Trevor Crabb,United States,6,"$1,000.00",300.0
332,19.0,Daniel Dearing,Sam Schachter,Canada,14,"$1,000.00",300.0
333,19.0,Yves Haussener,Quentin Metral,Switzerland,"20, Q6","$1,000.00",300.0
334,19.0,Hugo Campos,Joao Pedrosa,Portugal,"22, Q10","$1,000.00",300.0
335,19.0,Julian Azaad,Maciel Bueno,Argentina,"24, Q32","$1,000.00",300.0
336,25.0,Chase Budinger,Miles Evans,United States,Q5,$0.00,220.0
337,25.0,Remi Bassereau,Julien Lyneel,France,Q7,$0.00,220.0
338,25.0,Miguel Sarabia,Juan Virgen,Mexico,Q8,$0.00,220.0
339,25.0,Alejandro Huerta,Javier Huerta,Spain,Q16,$0.00,220.0
340,25.0,Evan Cory,Logan Webber,United States,Q18,$0.00,220.0
341,25.0,Oscar Brandao,Alison Cerutti,Brazil,Q19,$0.00,220.0
342,25.0,Leo Dillier,Adrian Heidrich,Switzerland,Q20,$0.00,220.0
343,25.0,Lukas Pfretzschner,Robin Sowa,Germany,Q22,$0.00,220.0
344,33.0,Saymon Barbosa,Vinicius Rezende,Brazil,Q1,$0.00,140.0
345,33.0,Aleksandrs Samoilovs,Janis Smedins,Latvia,Q11,$0.00,140.0
346,33.0,Gianluca Dal Corso,Marco Viscovich,Italy,Q13,$0.00,140.0
347,33.0,Leon Luini,Ruben Penninga,Netherlands,Q14,$0.00,140.0
348,33.0,Noe Aravena,Vicente Droguett,Chile,Q15,$0.00,140.0
349,33.0,Audrius Knasas,Patrikas Stankevicius,Lithuania,Q17,$0.00,140.0
350,33.0,Eylon Elazar,Netanel Ohana,Israel,Q21,$0.00,140.0
351,33.0,Bautista Amieva,Leo Aveiro,Argentina,Q23,$0.00,140.0
352,33.0,Arthur da Silva,Adrielson Dos Santos,Brazil,Q24,$0.00,140.0
353,33.0,Jake MacNeil,Alexander Russell,Canada,Q25,$0.00,140.0
354,33.0,Pawel Lewandowski,Jakub Zdybek,Poland,Q26,$0.00,140.0
355,33.0,Hans Hannibal,Nicolas Llambias,Uruguay,Q27,$0.00,140.0
356,33.0,Jonathan Jordan,Immanuel Zurcher,Switzerland,Q28,$0.00,140.0
357,33.0,Felipe Alves,Gabriel Dos Reis,Brazil,Q29,$0.00,140.0
358,33.0,Artur Hajos,Bence Streli,Hungary,Q30,$0.00,140.0
359,33.0,Markus Mol,Nils Ringoen,Norway,Q31,$0.00,140.0
360,1.0,Xinyi Xia,Chen Xue,China,6,"$10,000.00",800.0
361,2.0,Carol Salgado,Barbara Seixas,Brazil,1,"$8,000.00",760.0
362,3.0,Terese Cannon,Sarah Sponcil,United States,3,"$7,000.00",720.0
363,4.0,Esmee Bobner,Zoe Verge-Depre,Switzerland,"15, Q2","$6,000.00",680.0
364,5.0,Julia Donlin,Betsi Flint,United States,2,"$3,750.00",600.0
365,5.0,Niina Ahtiainen,Taru Lahti,Finland,8,"$3,750.00",600.0
366,5.0,Miki Ishii,Sayaka Mizoe,Japan,20,"$3,750.00",600.0
367,5.0,Brecht Piersma,Emi van Driel,Netherlands,"23, Q20","$3,750.00",600.0
368,9.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,4,"$2,500.00",460.0
369,9.0,Karla Borger,Sandra Ittlinger,Germany,7,"$2,500.00",460.0
370,9.0,Isabel Schneider,Julia Sude,Germany,9,"$2,500.00",460.0
371,9.0,Victoria Lopes,Taina Silva,Brazil,11,"$2,500.00",460.0
372,9.0,Emma Piersma,Mexime van Driel,Netherlands,"12, Q1","$2,500.00",460.0
373,9.0,Hailey Harward,Kelley Kolinske,United States,13,"$2,500.00",460.0
374,9.0,Talita Antunes,Thamela Coradelli,Brazil,17,"$2,500.00",460.0
375,9.0,Xinxin Wang,Lingdi Zhu,China,"21, Q7","$2,500.00",460.0
376,17.0,Toni Rodriguez,Savvy Simo,United States,"19, Q6","$1,500.00",360.0
377,17.0,Dorina Klinger,Ronja Klinger,Austria,"22, Q9","$1,500.00",360.0
378,19.0,Lezana Placette,Alexia Richard,France,5,"$1,000.00",300.0
379,19.0,Hegeile Almeida,Taiana Lima,Brazil,10,"$1,000.00",300.0
380,19.0,Meimei Lin,Jinjin Zeng,China,14,"$1,000.00",300.0
381,19.0,Liliana Fernandez,Paula Soria,Spain,"16, Q3","$1,000.00",300.0
382,19.0,Jie Dong,Fan Wang,China,"18, Q5","$1,000.00",300.0
383,19.0,Megan McNamara,Nicole McNamara,Canada,24,"$1,000.00",300.0
384,25.0,Abril Flores,Atenas Gutierrez,Mexico,Q4,$0.00,220.0
385,25.0,Sarah Murphy,Corinne Quiggle,United States,Q8,$0.00,220.0
386,25.0,Louisa Lippmann,Laura Ludwig,Germany,Q10,$0.00,220.0
387,25.0,Maria Carro,Angela Lobato,Spain,Q11,$0.00,220.0
388,25.0,Lena Plesiutschnig,Katharina Schutzenhofer,Austria,Q12,$0.00,220.0
389,25.0,Chenoa Christ,Kim Van de Velde,Germany,Q15,$0.00,220.0
390,25.0,Akiko Hasegawa,Yurika Sakaguchi,Japan,Q17,$0.00,220.0
391,25.0,Katarzyna Kociolek,Marta Lodej,Poland,Q19,$0.00,220.0
392,33.0,Anniina Parkkinen,Sara Sinisalo,Finland,Q13,$0.00,140.0
393,33.0,Suzuka Hashimoto,Reika Murakami,Japan,Q14,$0.00,140.0
394,33.0,Menia Bentele,Anna Lutz,Switzerland,Q16,$0.00,140.0
395,33.0,Non Matsumoto,Ren Matsumoto,Japan,Q18,$0.00,140.0
396,33.0,Josemari Alves,Carol Goerl,Brazil,Q21,$0.00,140.0
397,33.0,Monika Paulikiene,Aine Raupelyte,Lithuania,Q22,$0.00,140.0
398,33.0,Zana Muno,Allie Wheeler,United States,Q23,$0.00,140.0
399,33.0,Marie-Alex Belanger,Molley McBain,Canada,Q24,$0.00,140.0
400,33.0,Sakurako Fujii,Megumi Murakami,Japan,Q25,$0.00,140.0
401,33.0,Aline Chamereau,Clemence Vieira,France,Q26,$0.00,140.0
402,33.0,Carolina Horta,Ana Luiza,Brazil,Q27,$0.00,140.0
403,33.0,Alison Mckay,Katharine Wuttunee,Canada,Q28,$0.00,140.0
404,33.0,Pilar Mardones,Amanda Recart,Chile,Q29,$0.00,140.0
405,33.0,Larissa Gomes,Carolina Sallaberry,Brazil,Q30,$0.00,140.0
406,33.0,Teresa Cavalcanti,Talita Simonetti,Brazil,Q31,$0.00,140.0
407,33.0,Julhia Futado,Rosimeire Lima,Brazil,Q32,$0.00,140.0
408,1.0,Evandro Goncalves,Arthur Lanci,Brazil,1,"$10,000.00",800.0
409,2.0,Chase Budinger,Miles Evans,United States,"17, Q10","$8,000.00",760.0
410,3.0,Julian Horl,Alexander Horst,Austria,13,"$7,000.00",720.0
411,4.0,Andy Benesh,Miles Partain,United States,"8, Q2","$6,000.00",680.0
412,5.0,Matthew Immers,Steven van de Velde,Netherlands,4,"$3,750.00",600.0
413,5.0,Daniele Lupo,Enrico Rossi,Italy,5,"$3,750.00",600.0
414,5.0,Theo Brunner,Trevor Crabb,United States,9,"$3,750.00",600.0
415,5.0,Piotr Kantor,Maciej Rudol,Poland,15,"$3,750.00",600.0
416,9.0,Adrian Gavira,Pablo Herrera,Spain,2,"$2,500.00",460.0
417,9.0,Jorge Alayo,Noslen Diaz,Cuba,"6, Q1","$2,500.00",460.0
418,9.0,Thomas Hodges,Zachery Schubert,Australia,7,"$2,500.00",460.0
419,9.0,Moritz Pristauz,Robin Seidl,Austria,11,"$2,500.00",460.0
420,9.0,Yves Haussener,Quentin Metral,Switzerland,"12, Q6","$2,500.00",460.0
421,9.0,Saymon Barbosa,Vinicius Rezende,Brazil,14,"$2,500.00",460.0
422,9.0,Paul Burnett,Christopher McHugh,Australia,21,"$2,500.00",460.0
423,9.0,Audrius Knasas,Patrikas Stankevicius,Lithuania,"22, Q16","$2,500.00",460.0
424,17.0,Nicolas Capogrosso,Tomas Capogrosso,Argentina,"10, Q3","$1,500.00",360.0
425,17.0,Hugo Campos,Joao Pedrosa,Portugal,"18, Q12","$1,500.00",360.0
426,19.0,Mathias Berntsen,Hendrik Mol,Norway,3,"$1,000.00",300.0
427,19.0,Aleksandrs Samoilovs,Janis Smedins,Latvia,"16, Q9","$1,000.00",300.0
428,19.0,Martin Ermacora,Philipp Waller,Austria,19,"$1,000.00",300.0
429,19.0,Oscar Brandao,Alison Cerutti,Brazil,"20, Q13","$1,000.00",300.0
430,19.0,Leon Luini,Ruben Penninga,Netherlands,23,"$1,000.00",300.0
431,19.0,Florian Breer,Marco Krattiger,Switzerland,24,"$1,000.00",300.0
432,25.0,Calvin Aye,Quincy Aye,France,Q4,$0.00,220.0
433,25.0,Daniel Dearing,Sam Schachter,Canada,Q5,$0.00,220.0
434,25.0,Remi Bassereau,Julien Lyneel,France,Q7,$0.00,220.0
435,25.0,Taylor Crabb,Taylor Sander,United States,Q11,$0.00,220.0
436,25.0,Noe Aravena,Vicente Droguett,Chile,Q14,$0.00,220.0
437,25.0,Alejandro Huerta,Javier Huerta,Spain,Q15,$0.00,220.0
438,25.0,Hans Hannibal,Nicolas Llambias,Uruguay,Q25,$0.00,220.0
439,33.0,Miguel Sarabia,Juan Virgen,Mexico,Q8,$0.00,140.0
440,33.0,Leo Dillier,Adrian Heidrich,Switzerland,Q17,$0.00,140.0
441,33.0,Christoph Dressler,Maximilian Trummer,Austria,Q18,$0.00,140.0
442,33.0,Gianluca Dal Corso,Marco Viscovich,Italy,Q19,$0.00,140.0
443,33.0,Bautista Amieva,Leo Aveiro,Argentina,Q20,$0.00,140.0
444,33.0,Hasan Mermer,Safa Urlu,Türkiye,Q21,$0.00,140.0
445,33.0,Issa Batrane,Frederick Bialokoz,England,Q22,$0.00,140.0
446,33.0,Arthur da Silva,Adrielson Dos Santos,Brazil,Q23,$0.00,140.0
447,33.0,Lukas Pfretzschner,Robin Sowa,Germany,Q24,$0.00,140.0
448,33.0,Pawel Lewandowski,Jakub Zdybek,Poland,Q26,$0.00,140.0
449,33.0,Jake MacNeil,Alexander Russell,Canada,Q27,$0.00,140.0
450,33.0,Julian Azaad,Maciel Bueno,Argentina,Q28,$0.00,140.0
451,33.0,Jonathan Jordan,Immanuel Zurcher,Switzerland,Q29,$0.00,140.0
452,33.0,Artur Hajos,Bence Streli,Hungary,Q30,$0.00,140.0
453,33.0,Markus Mol,Nils Ringoen,Norway,Q31,$0.00,140.0
454,33.0,Heitor Barbosa,Gabriel Dos Reis,Brazil,Q32,$0.00,140.0
455,1.0,Valentina Gottardi,Marta Menegatti,Italy,3,"$10,000.00",800.0
456,2.0,Victoria Lopes,Taina Silva,Brazil,8,"$8,000.00",760.0
457,3.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,1,"$7,000.00",720.0
458,4.0,Monika Paulikiene,Aine Raupelyte,Lithuania,"24, Q16","$6,000.00",680.0
459,5.0,Esmee Bobner,Zoe Verge-Depre,Switzerland,6,"$3,750.00",600.0
460,5.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,"7, Q2","$3,750.00",600.0
461,5.0,Talita Antunes,Thamela Coradelli,Brazil,14,"$3,750.00",600.0
462,5.0,Liliana Fernandez,Paula Soria,Spain,18,"$3,750.00",600.0
463,9.0,Xinyi Xia,Chen Xue,China,2,"$2,500.00",460.0
464,9.0,Lezana Placette,Alexia Richard,France,4,"$2,500.00",460.0
465,9.0,Niina Ahtiainen,Taru Lahti,Finland,9,"$2,500.00",460.0
466,9.0,Hegeile Almeida,Taiana Lima,Brazil,10,"$2,500.00",460.0
467,9.0,Hailey Harward,Kelley Kolinske,United States,12,"$2,500.00",460.0
468,9.0,Miki Ishii,Sayaka Mizoe,Japan,20,"$2,500.00",460.0
469,9.0,Maria Carro,Angela Lobato,Spain,"21, Q6","$2,500.00",460.0
470,9.0,Louisa Lippmann,Laura Ludwig,Germany,"23, Q10","$2,500.00",460.0
471,17.0,Barbora Hermannova,Marie-Sara Stochlova,Czech Republic,5,"$1,500.00",360.0
472,17.0,Anniina Parkkinen,Sara Sinisalo,Finland,"22, Q9","$1,500.00",360.0
473,19.0,Abril Flores,Atenas Gutierrez,Mexico,"11, Q3","$1,000.00",300.0
474,19.0,Karla Borger,Sandra Ittlinger,Germany,13,"$1,000.00",300.0
475,19.0,Dorina Klinger,Ronja Klinger,Austria,"15, Q4","$1,000.00",300.0
476,19.0,Meimei Lin,Jinjin Zeng,China,16,"$1,000.00",300.0
477,19.0,Lena Plesiutschnig,Katharina Schutzenhofer,Austria,"17, Q5","$1,000.00",300.0
478,19.0,Isabel Schneider,Julia Sude,Germany,19,"$1,000.00",300.0
479,25.0,Emma Piersma,Mexime van Driel,Netherlands,Q1,$0.00,220.0
480,25.0,Brecht Piersma,Emi van Driel,Netherlands,Q7,$0.00,220.0
481,25.0,Suzuka Hashimoto,Reika Murakami,Japan,Q8,$0.00,220.0
482,25.0,Menia Bentele,Anna Lutz,Switzerland,Q11,$0.00,220.0
483,25.0,Sarah Murphy,Corinne Quiggle,United States,Q12,$0.00,220.0
484,25.0,Chenoa Christ,Kim Van de Velde,Germany,Q14,$0.00,220.0
485,25.0,Marie-Alex Belanger,Molley McBain,Canada,Q18,$0.00,220.0
486,25.0,Erika Bobadilla,Michelle Valiente,Paraguay,Q20,$0.00,220.0
487,33.0,Katarzyna Kociolek,Marta Lodej,Poland,Q13,$0.00,140.0
488,33.0,Josemari Alves,Carol Goerl,Brazil,Q15,$0.00,140.0
489,33.0,Non Matsumoto,Ren Matsumoto,Japan,Q17,$0.00,140.0
490,33.0,Carolina Horta,Ana Luiza,Brazil,Q19,$0.00,140.0
491,33.0,Alison Mckay,Katharine Wuttunee,Canada,Q21,$0.00,140.0
492,33.0,Sakurako Fujii,Megumi Murakami,Japan,Q22,$0.00,140.0
493,33.0,Aline Chamereau,Clemence Vieira,France,Q23,$0.00,140.0
494,33.0,Pilar Mardones,Amanda Recart,Chile,Q24,$0.00,140.0
495,33.0,Larissa Gomes,Carolina Sallaberry,Brazil,Q25,$0.00,140.0
496,33.0,Teresa Cavalcanti,Talita Simonetti,Brazil,Q26,$0.00,140.0
497,33.0,Julhia Futado,Rosimeire Lima,Brazil,Q27,$0.00,140.0
498,33.0,Aline Lebioda,Naiana Rodrigues,Brazil,Q28,$0.00,140.0
499,33.0,Fabrine Conceicao,Flavia Moura,Brazil,Q29,$0.00,140.0
500,1.0,Philipp Huster,Simon Pfretzschner,Germany,9,"$1,000.00",400.0
501,2.0,Paul Henning,Sven Winter,Germany,6,$700.00,360.0
502,3.0,Olivier Barthelemy,Samuel Cattet,France,"14, Q2",$500.00,320.0
503,4.0,Sergey Bogatu,Dmitriy Yakovlev,Kazakhstan,7,$400.00,280.0
504,5.0,Poravid Taovato,Pithak Tipjan,Thailand,1,$300.00,240.0
505,5.0,Surin Jongklang,Dunwinit Kaewsai,Thailand,2,$300.00,240.0
506,5.0,Bradley Fuller,Alani Nicklin,New Zealand,10,$300.00,240.0
507,5.0,Nuttanon Inkiew,Netitorn Muneekul,Thailand,13,$300.00,240.0
508,9.0,Banlue Nakprakhong,Intuch Techakijvorakul,Thailand,3,$200.00,180.0
509,9.0,Soloman Bushby,James Takken,Australia,5,$200.00,180.0
510,9.0,Michal Korycki,Milosz Kruk,Poland,12,$200.00,180.0
511,9.0,Alexander Annerstedt,Jakob Wijk Tegenrot,Sweden,"16, Q13",$200.00,180.0
512,13.0,Jumpei Ikeda,Kensuke Shoji,Japan,"4, Q1",$100.00,140.0
513,13.0,Felix Friedl,Florian Schnetzer,Austria,8,$100.00,140.0
514,13.0,Ben Hood,Lucas Josefsen,Australia,11,$100.00,140.0
515,13.0,Pyry Topio,Vili Topio,Finland,"15, Q11",$100.00,140.0
516,17.0,Kosuke Fukushima,Kai Kurokawa,Japan,Q3,$0.00,100.0
517,17.0,Nurdos Aldash,Kirill Gurin,Kazakhstan,Q5,$0.00,100.0
518,17.0,Giles Black,John McManaway,New Zealand,Q7,$0.00,100.0
519,17.0,Shiro Furuta,Dylan Kurokawa,Japan,Q8,$0.00,100.0
520,21.0,Garang Anyang,D'Artagnan Potts,Australia,Q4,$0.00,60.0
521,21.0,Sainey Jawo,Pa Njie,Gambia,Q6,$0.00,60.0
522,21.0,Dave McKienzie,Ben Vaught,United States,Q9,$0.00,60.0
523,21.0,Phuthanet Khamtao,Wichaya Wisetkan,Thailand,Q10,$0.00,60.0
524,21.0,Tomer Hadar,David Lanciano,Israel,Q12,$0.00,60.0
525,21.0,Severin Breer,Linus Deecke,Switzerland,Q14,$0.00,60.0
526,21.0,Chatchawan Janchuen,Wachirawit Muadpha,Thailand,Q15,$0.00,60.0
527,21.0,Kittituch Khomkham,Phichakon Narathon,Thailand,Q16,$0.00,60.0
528,1.0,Brittany Kendall,Nicole Laird,Australia,2,"$1,000.00",400.0
529,2.0,Erika Kliokmanaite,Ieva Vasiliauskaite,Lithuania,8,$700.00,360.0
530,3.0,Valerie Dvornikova,Anna Pospisilova,Czech Republic,"13, Q4",$500.00,320.0
531,4.0,Dhita Juliana,Desi Ratnasari,Indonesia,"15, Q7",$400.00,280.0
532,5.0,Majabelle Lawac,Sherysyn Toko,Vanuatu,3,$300.00,240.0
533,5.0,Varapatsorn Radarong,Tanarattha Udomchavee,Thailand,4,$300.00,240.0
534,5.0,Jidapa Bunongkhun,Salinda Mungkhon,Thailand,9,$300.00,240.0
535,5.0,Yokebed Eka,Nur Sari,Indonesia,"14, Q6",$300.00,240.0
536,9.0,Jasmine Fleming,Georgia Johnson,Australia,1,$200.00,180.0
537,9.0,Saki Maruyama,Asami Shiba,Japan,5,$200.00,180.0
538,9.0,Takemi Nishibori,Sayaka Yamada,Japan,7,$200.00,180.0
539,9.0,Olivia MacDonald,Katie Sadlier,New Zealand,11,$200.00,180.0
540,13.0,Charanrutwadee Patcharamainaruebhorn,Woranatchayakorn Phirachayakrailert,Thailand,6,$100.00,140.0
541,13.0,Patcharaporn Seehawong,Samitta Simarongnam,Thailand,10,$100.00,140.0
542,13.0,Galchananan Jirutchayabhornwadee,Rumpaipruet Numwong,Thailand,12,$100.00,140.0
543,13.0,Wing Tung To,Man Ching Wong,Hong Kong,"16, Q9",$100.00,140.0
544,17.0,Kayla Mears,Tara Phillips,Australia,Q1,$0.00,100.0
545,17.0,Gerda Grudzinskaite,Rugile Grudzinskaite,Lithuania,Q2,$0.00,100.0
546,17.0,Nadezhda Ivanchenko,Laura Kabulbekova,Kazakhstan,Q3,$0.00,100.0
547,17.0,Sara Malmstrom,Klara Ribom,Sweden,Q5,$0.00,100.0
548,21.0,Dana Shingissova,Anastassiya Ukolova,Kazakhstan,Q8,$0.00,60.0
549,21.0,Helene Jernbeck,Hulda Rudberg,Sweden,Q10,$0.00,60.0
550,1.0,Ondrej Perusic,David Schweiner,Czech Republic,8,"$30,000.00",1200.0
551,2.0,Anders Mol,Christian Sorum,Norway,1,"$20,000.00",1100.0
552,3.0,Michal Bryl,Bartosz Losiak,Poland,3,"$14,000.00",1000.0
553,4.0,Matthew Immers,Steven van de Velde,Netherlands,12,"$10,000.00",900.0
554,5.0,David Ahman,Jonatan Hellvig,Sweden,2,"$8,000.00",760.0
555,5.0,Nils Ehlers,Clemens Wickler,Germany,6,"$8,000.00",760.0
556,5.0,Alexander Brouwer,Robert Meeuwsen,Netherlands,7,"$8,000.00",760.0
557,5.0,Tri Bourne,Chaim Schalk,United States,"15, Q4","$8,000.00",760.0
558,9.0,Andre Loyola,George Wanderley,Brazil,4,"$6,000.00",600.0
559,9.0,Samuele Cottafava,Paolo Nicolai,Italy,9,"$6,000.00",600.0
560,9.0,Stefan Boermans,Yorick de Groot,Netherlands,11,"$6,000.00",600.0
561,9.0,Adrian Gavira,Pablo Herrera,Spain,"13, Q2","$6,000.00",600.0
562,13.0,Adrian Carambula,Alex Ranghieri,Italy,5,"$5,000.00",460.0
563,13.0,Guto Carvalhaes,Pedro Solberg,Brazil,10,"$5,000.00",460.0
564,13.0,Vitor Felipe,Renato Lima,Brazil,"14, Q3","$5,000.00",460.0
565,13.0,Remi Bassereau,Julien Lyneel,France,"16, Q8","$5,000.00",460.0
566,17.0,Esteban Grimalt,Marco Grimalt,Chile,Q1,$0.00,400.0
567,17.0,Evandro Goncalves,Arthur Lanci,Brazil,Q6,$0.00,400.0
568,17.0,Nicolas Capogrosso,Tomas Capogrosso,Argentina,Q7,$0.00,400.0
569,17.0,Daniel Dearing,Sam Schachter,Canada,Q12,$0.00,400.0
570,21.0,Daniele Lupo,Enrico Rossi,Italy,Q5,$0.00,340.0
571,21.0,Thomas Hodges,Zachery Schubert,Australia,Q9,$0.00,340.0
572,21.0,Hugo Campos,Joao Pedrosa,Portugal,Q10,$0.00,340.0
573,21.0,Taylor Crabb,Taylor Sander,United States,Q11,$0.00,340.0
574,21.0,Leon Luini,Ruben Penninga,Netherlands,Q13,$0.00,340.0
575,21.0,Florian Breer,Marco Krattiger,Switzerland,Q14,$0.00,340.0
576,21.0,Arthur da Silva,Adrielson Dos Santos,Brazil,Q15,$0.00,340.0
577,21.0,Henrique Camboim,Pedro Sousa,Brazil,Q16,$0.00,340.0
578,1.0,Taryn Brasher,Kristen Nuss,United States,9,"$30,000.00",1200.0
579,2.0,Mariafe Artacho,Taliqua Clancy,Australia,4,"$20,000.00",1100.0
580,3.0,Duda Lisboa,Ana Patricia Silva,Brazil,1,"$14,000.00",1000.0
581,4.0,Kelly Cheng,Sara Hughes,United States,3,"$10,000.00",900.0
582,5.0,Nina Brunner,Tanja Huberli,Switzerland,5,"$8,000.00",760.0
583,5.0,Tina Graudina,Anastasija Samoilova,Latvia,6,"$8,000.00",760.0
584,5.0,Joana Mader,Anouk Verge-Depre,Switzerland,7,"$8,000.00",760.0
585,5.0,Carol Salgado,Barbara Seixas,Brazil,10,"$8,000.00",760.0
586,9.0,Raisa Schoon,Katja Stam,Netherlands,2,"$6,000.00",600.0
587,9.0,Terese Cannon,Sarah Sponcil,United States,11,"$6,000.00",600.0
588,9.0,Xinyi Xia,Chen Xue,China,"13, Q3","$6,000.00",600.0
589,9.0,Karla Borger,Sandra Ittlinger,Germany,"16, Q9","$6,000.00",600.0
590,13.0,Julia Donlin,Betsi Flint,United States,8,"$5,000.00",460.0
591,13.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,12,"$5,000.00",460.0
592,13.0,Victoria Lopes,Taina Silva,Brazil,"14, Q2","$5,000.00",460.0
593,13.0,Esmee Bobner,Zoe Verge-Depre,Switzerland,"15, Q4","$5,000.00",460.0
594,17.0,Valentina Gottardi,Marta Menegatti,Italy,Q1,$0.00,400.0
595,17.0,Niina Ahtiainen,Taru Lahti,Finland,Q7,$0.00,400.0
596,17.0,Liliana Fernandez,Paula Soria,Spain,Q11,$0.00,400.0
597,17.0,Hegeile Almeida,Taiana Lima,Brazil,Q12,$0.00,400.0
598,21.0,Talita Antunes,Thamela Coradelli,Brazil,Q5,$0.00,340.0
599,21.0,Lezana Placette,Alexia Richard,France,Q6,$0.00,340.0
600,21.0,Emma Piersma,Mexime van Driel,Netherlands,Q8,$0.00,340.0
601,21.0,Hailey Harward,Kelley Kolinske,United States,Q10,$0.00,340.0
602,21.0,Meimei Lin,Jinjin Zeng,China,Q13,$0.00,340.0
603,21.0,Isabel Schneider,Julia Sude,Germany,Q14,$0.00,340.0
604,1.0,Alejandro Huerta,Javier Huerta,Spain,1,"€ 1,000.00",400.0
605,2.0,Paul Henning,Sven Winter,Germany,4,€ 700.00,360.0
606,3.0,Jie Li,Yanwei Wang,China,"16, Q7",€ 500.00,320.0
607,4.0,Maximilian Just,Lui Wust,Germany,"9, Q3",€ 400.00,280.0
608,5.0,Kristoffer Abell,Jacob Brinck,Denmark,2,€ 300.00,240.0
609,5.0,Ardis Bedritis,Arturs Rinkevics,Latvia,6,€ 300.00,240.0
610,5.0,Laurenc Grossig,Timo Hammarberg,Austria,7,€ 300.00,240.0
611,5.0,Artur Hajos,Bence Streli,Hungary,11,€ 300.00,240.0
612,9.0,Rene Giralt,Oscar Jimenez,Spain,10,€ 200.00,180.0
613,9.0,Markus Mol,Jo Gladsoy Sunde,Norway,12,€ 200.00,180.0
614,9.0,Antonio Saucedo,Alvaro Viera,Spain,13,€ 200.00,180.0
615,9.0,Daniel Moreno,Roberto Sanfelix,Spain,14,€ 200.00,180.0
616,13.0,Moritz Kindl,Mathias Seiser,Austria,3,€ 100.00,140.0
617,13.0,Mateusz Florczyk,Mikolaj Miszczuk,Poland,5,€ 100.00,140.0
618,13.0,Zhuoxin Li,Chuanyong Liu,China,"8, Q1",€ 100.00,140.0
619,13.0,River Day,Idan Katriel,Israel,"15, Q5",€ 100.00,140.0
620,17.0,Nicolai Hovmann,Mads Mollgaard,Denmark,Q2,€ 0.00,100.0
621,17.0,Niko Gleed,Harry Jones,England,Q4,€ 0.00,100.0
622,17.0,Arnas Rumsevicius,Tomas Stasevicius,Lithuania,Q6,€ 0.00,100.0
623,17.0,Romain Di Giantommaso,Liam Patte,France,Q9,€ 0.00,100.0
624,21.0,Mantas Donela,Karolis Palubinskas,Lithuania,Q8,€ 0.00,60.0
625,21.0,Daan Hendrikx,Kyan Vercauteren,Belgium,Q10,€ 0.00,60.0
626,21.0,Matteo Cecchini,Mauro Sacripanti,Italy,Q11,€ 0.00,60.0
627,21.0,Tomasz Jaroszczak,Jaroslaw Lech,Poland,Q12,€ 0.00,60.0
628,21.0,Jorn Olav Gamlemoen,Hakon Kronstad,Norway,Q13,€ 0.00,60.0
629,21.0,Lucas Aguinelo,Johann Ferdinand,Brazil,Q14,€ 0.00,60.0
630,21.0,Tinko Schnegg,Flavio Sutterlin,Switzerland,Q15,€ 0.00,60.0
631,21.0,Alonso Poblacion,Ivan Rodriguez,Spain,Q16,€ 0.00,60.0
632,1.0,Liliana Fernandez,Paula Soria,Spain,1,"Ć 1,000.00",400.0
633,2.0,Tetiana Lazarenko,Diana Lunina,Ukraine,3,Ć 700.00,360.0
634,3.0,Muriel Bossart,Shana Zobrist,Switzerland,"11, Q1",Ć 500.00,320.0
635,4.0,Wies Bekhuis,Desy Poiesz,Netherlands,5,Ć 400.00,280.0
636,5.0,Maria Carro,Angela Lobato,Spain,2,Ć 300.00,240.0
637,5.0,Ieva Dumbauskaite,Skalve Krizanauskaite,Lithuania,9,Ć 300.00,240.0
638,5.0,Carolina Fernandez,Nazaret Florian,Spain,"14, Q2",Ć 300.00,240.0
639,5.0,Sofia Izuzquiza,Ana Vergara,Spain,15,Ć 300.00,240.0
640,9.0,Sofia Gonzalez,Sol Guidarelli,Spain,4,Ć 200.00,180.0
641,9.0,Ines Castro,Beatriz Pinheiro,Portugal,8,Ć 200.00,180.0
642,9.0,Anaya Evans,Daisy Mumby,England,10,Ć 200.00,180.0
643,9.0,Kirsten Broring,Leanne van Vegten,Netherlands,"13, Q4",Ć 200.00,180.0
644,13.0,Sanna Thurin,Tina Thurin,Sweden,6,Ć 100.00,140.0
645,13.0,Marta Ozolina,Luize Skrastina,Latvia,7,Ć 100.00,140.0
646,13.0,Katie Keefe,Isabelle Tucker,England,12,Ć 100.00,140.0
647,13.0,Beate Liepajniece,Anija Ozolina,Latvia,"16, Q14",Ć 100.00,140.0
648,17.0,Helene Jernbeck,Hulda Rudberg,Sweden,Q5,Ć 0.00,100.0
649,17.0,Mirto Kalamaridou,Dimitra Manavi,Greece,Q6,Ć 0.00,100.0
650,17.0,Terian Kaelo,Maja Windelstad,Norway,Q7,Ć 0.00,100.0
651,17.0,Marta Carro,Adriana Serrano,Spain,Q9,Ć 0.00,100.0
